"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.406056463E0,-4.238112271E-2,8.222281933E-3,-4.798889160E-3,4.343725152E-2
1.410786776E0,-3.494431078E-2,-1.551628113E-2,1.281242371E-1,1.337074417E-1
1.415517088E0,-1.344409585E-2,-1.538416743E-2,2.599411011E-1,2.607427705E-1
1.420247349E0,-1.353541017E-2,-2.002751827E-2,2.672700882E-1,2.683609675E-1
1.424977661E0,-2.068910003E-2,1.573418081E-2,1.677579880E-1,1.697596708E-1
1.429707922E0,-3.476145864E-2,-3.405809402E-3,7.856369019E-2,8.597797369E-2
1.434438234E0,-1.543934643E-2,3.716662526E-3,6.367015839E-2,6.562069847E-2
1.439168495E0,-2.709899843E-2,1.314386725E-3,8.561134338E-3,2.844954041E-2
1.443898807E0,-1.736108959E-2,-3.412157297E-3,1.798152924E-2,2.522668513E-2
1.448629120E0,-1.725228131E-2,-1.047278941E-2,8.427333832E-2,8.665631010E-2
1.453359380E0,-1.477026939E-2,-1.987361908E-2,3.136920929E-2,3.996434517E-2
1.458089692E0,-5.219146609E-3,-2.450758219E-2,-2.111434937E-3,2.514595859E-2
1.462819953E0,1.379995048E-2,2.072758973E-2,-7.328128815E-2,7.739650381E-2
1.467550265E0,6.819739938E-2,2.530218661E-2,-7.504177094E-2,1.045100632E-1
1.472280526E0,6.044700742E-2,2.752241492E-2,-2.695560455E-2,7.167934602E-2
1.477010838E0,3.620696068E-2,-5.869090557E-3,4.920101166E-2,6.136880131E-2
1.481741099E0,7.451191545E-3,8.391335607E-3,1.128587723E-1,1.134153307E-1
1.486471411E0,4.980325699E-3,-1.546183228E-2,9.293556213E-2,9.434453143E-2
1.491201724E0,4.902943969E-3,1.166760921E-3,-5.495929718E-2,5.518989524E-2
1.495931984E0,1.194486022E-2,3.909673542E-2,-2.182302475E-1,2.220262942E-1
1.500662297E0,1.892811060E-2,4.357428849E-2,-2.472572327E-1,2.517799259E-1
1.505392557E0,3.763361275E-2,4.561363906E-2,-2.095994949E-1,2.177816364E-1
1.510122870E0,-3.054857254E-3,4.286222160E-2,-1.390399933E-1,1.455287667E-1
1.514853130E0,2.775505185E-2,2.589769661E-2,-1.165227890E-1,1.225503731E-1
1.519583442E0,3.217808902E-2,6.701022387E-3,-7.521057129E-2,8.207900552E-2
1.524313755E0,3.419062495E-2,-7.591158152E-3,-8.170032501E-2,8.889076231E-2
1.529044015E0,1.728725433E-2,-1.704643667E-2,-3.118801117E-2,3.952369171E-2
1.533774328E0,-1.608543098E-2,2.335165441E-2,4.663467407E-3,2.873654088E-2
1.538504588E0,-2.070502937E-2,2.541963756E-2,-4.757976532E-2,5.778140084E-2
1.543234901E0,-3.240478039E-2,-9.762346745E-4,-1.065073013E-1,1.113320622E-1
1.547965161E0,-2.027860284E-2,-1.526035368E-2,-2.005357742E-1,2.021353430E-1
1.552695474E0,-3.438316286E-2,-8.041545749E-3,-2.131013870E-1,2.160071052E-1
1.557425734E0,-1.523369551E-2,-4.831257463E-2,-1.069154739E-1,1.183092934E-1
1.562156047E0,-2.940784395E-2,-3.607194126E-2,-4.195594788E-2,6.266025689E-2
1.566886359E0,-3.631766140E-2,-2.633476257E-2,-6.533432007E-2,7.925317425E-2
1.571616620E0,-2.404743433E-2,-2.525955439E-3,-8.852481842E-2,9.176765784E-2
1.576346932E0,-6.168207526E-2,2.351327240E-2,-1.850776672E-1,1.964975707E-1
1.581077192E0,-4.210901260E-2,2.798081189E-2,-1.574373245E-1,1.653559976E-1
1.585807505E0,-3.799855709E-3,-2.208131552E-2,-1.134128571E-1,1.156049287E-1
1.590537765E0,-6.233587861E-3,-3.842334449E-2,3.465366364E-2,5.211609562E-2
1.595268078E0,-2.765762806E-2,-5.471237004E-2,1.767406464E-1,1.870712268E-1
1.599998338E0,-3.938367963E-2,-6.148593128E-2,2.393350601E-1,2.502256281E-1
1.604728651E0,-3.429043293E-2,-4.210197926E-2,7.598209381E-2,9.338998355E-2
1.609458911E0,-2.923922241E-2,5.623608828E-3,-5.990695953E-2,6.689843723E-2
1.614189224E0,-2.889160812E-2,3.165207803E-2,-1.472063065E-1,1.533175650E-1
1.618919484E0,-1.428206265E-2,2.970561385E-3,-1.483554840E-1,1.490709602E-1
1.623649797E0,4.839286208E-3,-6.103783846E-2,-3.321838379E-2,6.965986963E-2
1.628380109E0,4.734799266E-3,-8.646224439E-2,1.141805649E-1,1.433015681E-1
1.633110370E0,2.124218643E-2,-9.986503422E-2,2.817068100E-1,2.996380856E-1
1.637840682E0,2.074256539E-3,-1.037211120E-1,2.580051422E-1,2.780809685E-1
1.642570942E0,2.817837894E-2,-4.830749333E-2,1.134796143E-1,1.265118880E-1
1.647301255E0,6.662830710E-3,-4.749149084E-4,1.524448395E-2,1.664371197E-2
1.652031515E0,-1.933403313E-2,2.800582349E-2,-2.759742737E-2,4.381494019E-2
1.656761828E0,-1.138299704E-4,-1.022005081E-2,3.195190430E-2,3.354678202E-2
1.661492088E0,6.941989064E-3,-3.857994080E-2,9.575462341E-2,1.034676324E-1
1.666222401E0,3.998477757E-2,-6.670348346E-2,7.360363007E-2,1.070776891E-1
1.670952661E0,1.817634702E-2,-7.326407731E-2,5.638217926E-2,9.421759258E-2
1.675682974E0,1.804627478E-2,-5.132214725E-2,2.506446838E-2,5.989873460E-2
1.680413234E0,4.881986976E-2,-1.769988239E-2,-2.972221375E-2,5.983373220E-2
1.685143547E0,3.185141087E-2,1.567015052E-2,6.306648254E-2,7.237020942E-2
1.689873859E0,1.742562652E-2,1.316951215E-2,9.575843811E-2,9.821795650E-2
1.694604120E0,1.724587381E-2,5.916580558E-3,1.163167953E-1,1.177370926E-1
1.699334432E0,-2.092650533E-2,3.525823355E-3,9.162044525E-2,9.404603151E-2
1.704064692E0,-3.510791063E-2,-1.305431128E-2,8.374214172E-2,9.173727014E-2
1.708795005E0,-1.117745042E-2,-4.370623827E-2,6.881141663E-2,8.228111399E-2
1.713525265E0,-6.373107433E-3,-4.090970755E-2,2.790069580E-2,4.992664115E-2
1.718255578E0,1.740229130E-2,-1.446363330E-2,-2.928161621E-2,3.700607354E-2
1.722985838E0,1.490622759E-2,4.644006491E-3,-9.073257446E-2,9.206607674E-2
1.727716151E0,1.237373054E-2,4.607513547E-3,-6.150054932E-2,6.290195510E-2
1.732446411E0,3.830939531E-2,-2.624753118E-2,-1.352882385E-2,4.836911966E-2
1.737176724E0,2.840770781E-2,-2.599799633E-2,3.196716309E-3,3.864081613E-2
1.741906984E0,3.045292199E-2,-1.394209266E-2,4.113864899E-2,5.304857063E-2
1.746637297E0,1.592646539E-2,-2.337120473E-2,1.944065094E-2,3.431915529E-2
1.751367557E0,2.296137810E-2,1.468059421E-2,2.918243408E-4,2.725490583E-2
1.756097870E0,-6.023187935E-2,-6.906762719E-3,-1.136112213E-1,1.287753558E-1
1.760828130E0,-5.018988252E-2,-2.185180783E-3,-1.245307922E-1,1.342822309E-1
1.765558442E0,-1.655822992E-2,-6.965860724E-3,-1.306133270E-1,1.318428587E-1
1.770288703E0,-2.125690877E-2,2.136528492E-4,-8.206462860E-2,8.477325690E-2
1.775019015E0,1.199291646E-2,4.058043659E-2,-4.341125488E-2,6.062292412E-2
1.779749276E0,3.075592220E-2,2.837879211E-2,-6.202983856E-2,7.482635541E-2
1.784479588E0,4.306599498E-3,5.181739479E-2,-9.947681427E-2,1.122462729E-1
1.789209849E0,-1.240320504E-2,3.709393740E-2,-1.769523621E-1,1.812234481E-1
1.793940161E0,2.085717022E-2,2.966837585E-2,-2.514085770E-1,2.540108396E-1
1.798670422E0,6.354779005E-3,2.707841247E-2,-2.374458313E-1,2.390693340E-1
1.803400734E0,-1.037165523E-2,-1.582895219E-2,-1.168222427E-1,1.183451028E-1
1.808130995E0,-7.976070046E-3,-4.897171259E-2,1.703357697E-2,5.245940403E-2
1.812861307E0,-4.116615653E-2,-3.617614508E-3,9.519577026E-2,1.037784865E-1
1.817591620E0,-5.981399119E-2,3.183965385E-2,-3.848075867E-2,7.792461669E-2
1.822321880E0,-3.319412470E-2,4.335583001E-2,-1.900272369E-1,1.977167891E-1
1.827052140E0,-6.852015853E-3,7.615993917E-2,-2.572574615E-1,2.683816089E-1
1.831782453E0,2.037286758E-4,3.998888284E-2,-2.076511383E-1,2.114666581E-1
1.836512713E0,2.455770969E-3,1.832984388E-2,-7.066345215E-2,7.304339434E-2
1.841243026E0,-7.175788283E-3,1.484706998E-3,2.721500397E-2,2.818426393E-2
1.845973286E0,-2.461448312E-3,8.453533053E-3,8.005142212E-3,1.189971641E-2
1.850703599E0,1.178853214E-2,5.575854331E-2,-7.036781311E-2,9.055171873E-2
1.855433859E0,-1.260936260E-4,5.523961037E-2,-1.457157135E-1,1.558348472E-1
1.860164172E0,7.041633129E-3,5.240797997E-2,-1.682319641E-1,1.763467457E-1
1.864894432E0,-1.429705322E-2,7.561789453E-2,5.621910095E-2,9.530508389E-2
1.869624745E0,-3.079593182E-2,7.258851826E-2,9.371662140E-2,1.224756610E-1
1.874355005E0,-4.715733230E-2,6.003702432E-2,1.261539459E-1,1.474553368E-1
1.879085317E0,1.478309929E-2,4.530098289E-2,4.917430878E-2,6.847504450E-2
1.883815578E0,2.160352468E-2,2.602642775E-2,4.639625549E-2,5.741689424E-2
1.888545890E0,4.231929779E-6,2.815669030E-2,6.973838806E-2,7.520799157E-2
1.893276151E0,-3.788597882E-2,6.817882508E-2,1.000022888E-1,1.268233312E-1
1.898006463E0,-5.642113090E-2,4.611726105E-2,3.035068512E-2,7.893864621E-2
1.902736724E0,-4.401059449E-2,3.853206336E-2,-4.109191895E-2,7.148564987E-2
1.907467036E0,-4.359543324E-2,4.909008741E-3,-5.498695374E-2,7.034362265E-2
1.912197297E0,-2.422823012E-2,7.243782282E-3,-3.791904449E-2,4.557777366E-2
1.916927609E0,-3.821524978E-2,-7.023751736E-3,5.731105804E-2,6.924085339E-2
1.921657870E0,-2.838478982E-2,-2.245202661E-3,1.612386703E-1,1.637334604E-1
1.926388182E0,-4.465456307E-2,9.207427502E-5,1.741304398E-1,1.797649814E-1
1.931118442E0,-1.333105564E-2,3.794722259E-2,1.323366165E-1,1.383137333E-1
1.935848755E0,-2.015127242E-2,4.946842045E-2,4.817771912E-2,7.193254493E-2
1.940579015E0,-8.409023285E-4,4.665631056E-2,-1.866912842E-2,5.025987254E-2
1.945309328E0,3.011748195E-2,2.963094413E-2,7.877159119E-2,8.938690702E-2
1.950039588E0,3.934934735E-2,-1.463145018E-3,1.042175293E-1,1.114082822E-1
1.954769901E0,4.615977407E-2,-1.337030530E-2,3.216266632E-2,5.782669721E-2
1.959500161E0,8.497536182E-4,2.696925402E-2,-3.692436218E-2,4.573260616E-2
1.964230422E0,-1.317888498E-2,4.327239096E-2,-1.505212784E-1,1.571713653E-1
1.968960734E0,1.087503135E-2,6.186784804E-2,-1.706275940E-1,1.818231909E-1
1.973690995E0,-3.293529153E-3,5.900829285E-2,-8.141231537E-2,1.006021424E-1
1.978421307E0,2.525649965E-2,4.193587601E-2,7.824802399E-2,9.229984685E-2
1.983151567E0,3.598362207E-3,-1.533326507E-2,1.677694321E-1,1.685070905E-1
1.987881880E0,2.949412167E-2,-1.763331890E-2,1.758651733E-1,1.791909494E-1
1.992612140E0,4.802669585E-2,1.468464732E-3,2.016544342E-2,5.210916437E-2
1.997342453E0,7.123482227E-2,2.278455347E-2,-2.101697922E-1,2.230804279E-1
2.002072713E0,8.006854355E-2,4.392363131E-2,-3.080787659E-1,3.213297108E-1
2.006803026E0,6.529541314E-2,8.149674535E-2,-1.821231842E-1,2.099382402E-1
2.011533286E0,1.508046687E-2,3.567852080E-2,-1.117973328E-1,1.183174583E-1
2.016263599E0,1.508580148E-2,-2.954900265E-4,2.438545227E-2,2.867610509E-2
2.020993859E0,1.492270827E-2,-3.354221582E-2,1.309614182E-1,1.360097809E-1
2.025724120E0,5.024285614E-2,-6.645542383E-2,4.444980621E-2,9.442697296E-2
2.030454432E0,3.326119483E-2,-4.220040143E-2,9.153461456E-2,1.061403157E-1
2.035184692E0,-2.609601617E-2,-2.297833562E-2,3.618907928E-2,5.018620754E-2
2.039915005E0,-4.461959004E-2,1.498278230E-2,5.248832703E-2,7.050117769E-2
2.044645265E0,-2.750654519E-2,-2.559249103E-2,8.526706696E-2,9.317756346E-2
2.049375578E0,-2.731394768E-2,-3.964413702E-2,2.998065948E-2,5.671463022E-2
2.054105838E0,-1.056750119E-2,-4.174035788E-2,-3.196239471E-2,5.362391475E-2
2.058836151E0,1.089575887E-2,-4.382097721E-2,-4.356288910E-2,6.274329376E-2
2.063566411E0,-5.674973130E-3,-5.537700653E-2,-1.472854614E-2,5.758253419E-2
2.068296724E0,-1.727721095E-2,-5.262613297E-2,2.335453033E-2,6.011194537E-2
2.073026984E0,-2.640952170E-2,-4.749676585E-2,3.976535797E-2,6.734010170E-2
2.077757245E0,-3.077621758E-2,-3.529210389E-2,1.818027496E-1,1.877363788E-1
2.082487557E0,-3.044457734E-2,-1.138064265E-2,2.348613739E-1,2.370996758E-1
2.087217817E0,-1.356139779E-2,-1.848797500E-2,1.949348450E-1,1.962786553E-1
2.091948130E0,2.685514092E-2,-6.112751365E-2,8.890438080E-2,1.111834540E-1
2.096678390E0,3.377044201E-2,-7.016338408E-2,2.409553528E-2,8.151035541E-2
2.101408703E0,2.881886065E-2,-8.861671388E-2,-4.017639160E-2,1.014770474E-1
2.106138963E0,3.582964838E-2,-5.948536098E-2,-7.543849945E-2,1.025340874E-1
2.110869224E0,3.806462884E-2,-4.480546713E-2,-4.396724701E-2,7.341365447E-2
2.115599536E0,3.310681880E-2,-3.973883390E-2,-3.885841370E-2,6.469321978E-2
2.120329797E0,2.104291320E-2,-1.335968077E-2,-5.712509155E-4,2.493213978E-2
2.125060109E0,9.079933167E-3,-8.555680513E-3,-2.192592621E-2,2.522679321E-2
2.129790370E0,2.569204569E-2,-2.271763980E-2,-5.971145630E-2,6.885949741E-2
2.134520682E0,1.846443117E-2,-1.303337514E-2,3.332614899E-2,4.026706213E-2
2.139250942E0,1.364158094E-2,-1.113444567E-3,6.863975525E-2,6.999106007E-2
2.143981203E0,1.117590070E-2,1.070715487E-2,3.484630585E-2,3.812884673E-2
2.148711515E0,3.709350526E-2,-1.553687453E-2,4.642105103E-2,6.141853614E-2
2.153441776E0,3.529012203E-3,-3.204274178E-2,-1.010847092E-1,1.061004696E-1
2.158172088E0,5.100649595E-2,-2.942736447E-2,-1.666841507E-1,1.767801983E-1
2.162902349E0,3.167557716E-2,-1.496933401E-2,-2.127542496E-1,2.156195582E-1
2.167632609E0,3.377822042E-2,-4.099813104E-2,-1.753902435E-1,1.832581579E-1
2.172362922E0,2.391435206E-2,-7.387399673E-2,-2.213830948E-1,2.346054950E-1
2.177093182E0,2.296179533E-3,-5.430044234E-2,-2.385206223E-1,2.446342121E-1
2.181823495E0,1.876845956E-2,-1.113323867E-2,-2.175464630E-1,2.186382118E-1
2.186553755E0,9.030520916E-3,-1.572628319E-2,-1.753921509E-1,1.763271757E-1
2.191284067E0,3.491072357E-2,-2.737241983E-2,-7.663917542E-2,8.855264646E-2
2.196014328E0,1.317307353E-2,-1.284833252E-2,1.399354935E-1,1.411401851E-1
2.200744588E0,-3.208473325E-2,1.090599597E-2,1.980915070E-1,2.009691916E-1
2.205474901E0,-5.784232914E-2,4.387074709E-2,6.118297577E-2,9.494068683E-2
2.210205161E0,-5.968476832E-2,5.760501325E-2,-1.101770401E-1,1.379115270E-1
2.214935474E0,-2.831904590E-2,2.862527221E-2,-2.919721603E-1,2.947356731E-1
2.219665734E0,-2.099937201E-2,3.084620833E-2,-2.776708603E-1,2.801670374E-1
2.224395995E0,9.987741709E-3,3.539294749E-2,-6.654262543E-2,7.602852567E-2
2.229126307E0,-2.092249691E-2,4.221884906E-2,5.977439880E-2,7.611281657E-2
2.233856567E0,-3.024752438E-2,2.760338038E-2,1.091070175E-1,1.165384083E-1
2.238586828E0,-1.819473505E-2,2.971988916E-2,7.972431183E-2,8.700739102E-2
2.243317140E0,8.203983307E-4,2.947379649E-2,2.923202515E-2,4.151974262E-2
2.248047401E0,-1.820525527E-2,6.010514498E-2,1.072940826E-1,1.243224837E-1
2.252777713E0,-3.704446554E-2,5.720504373E-2,6.843471527E-2,9.658167378E-2
2.257507974E0,-4.623517394E-2,2.579865605E-2,7.260799408E-2,8.986202072E-2
2.262238234E0,-2.218437195E-2,-7.634520531E-3,-4.189300537E-2,4.801516595E-2
2.266968547E0,1.638054848E-3,-3.126959503E-2,-5.103206635E-2,5.987271993E-2
2.271698807E0,3.906041384E-3,-3.809754550E-2,-2.687549591E-2,4.678645545E-2
2.276429120E0,3.703053296E-2,-1.410490274E-2,5.640029907E-2,6.892896625E-2
2.281159380E0,3.437891603E-3,1.211591065E-2,6.305027008E-2,6.429580816E-2
2.285889640E0,3.184804320E-2,2.388092875E-2,6.964397430E-2,8.021770235E-2
2.290619953E0,3.100201488E-3,7.017463446E-3,5.008029938E-2,5.066450857E-2
2.295350213E0,-1.357121766E-2,4.967305809E-2,2.356147766E-2,5.662803086E-2
2.300080526E0,-5.140379071E-2,4.457138479E-2,8.268642426E-2,1.070794228E-1
2.304810786E0,-3.920267522E-2,2.527432889E-2,7.013607025E-2,8.423010029E-2
2.309541047E0,1.371726394E-3,-3.408700228E-3,9.802818298E-2,9.809702100E-2
2.314271359E0,-3.424002230E-2,1.789464802E-2,8.534622192E-2,9.368337714E-2
2.319001620E0,-1.492361724E-2,1.294546574E-2,5.378532410E-2,5.729887017E-2
2.323731880E0,-4.322545230E-2,2.707706392E-2,3.198051453E-2,6.020266129E-2
2.328462192E0,-5.711002648E-2,5.055449903E-2,1.510334015E-2,7.775232074E-2
2.333192453E0,-3.528565168E-2,2.637863159E-2,2.921485901E-2,5.286224935E-2
2.337922713E0,-1.862198114E-3,1.669801027E-2,5.982208252E-2,6.213672735E-2
2.342653026E0,-1.849150658E-2,-4.765734076E-3,1.020374298E-1,1.038088875E-1
2.347383286E0,-1.597203314E-2,-1.421536505E-2,7.745647430E-2,8.035351802E-2
2.352113599E0,1.031115651E-2,-3.078873456E-2,1.266403198E-1,1.307365164E-1
2.356843859E0,-1.105436683E-2,-5.668760836E-2,7.337856293E-2,9.338146211E-2
2.361574120E0,-3.823161125E-3,-4.446040094E-2,4.429054260E-2,6.287285564E-2
2.366304432E0,-1.563484967E-2,-3.465150297E-2,-1.164436340E-3,3.803328929E-2
2.371034692E0,-1.308366656E-2,-3.569617867E-3,-6.759738922E-2,6.894440900E-2
2.375764953E0,-2.001771331E-2,-1.068551838E-2,-1.008605957E-2,2.483178904E-2
2.380495265E0,-8.485615253E-4,-2.008767426E-2,4.235267639E-3,2.054682958E-2
2.385225526E0,3.697697818E-2,-2.703738213E-2,4.928779602E-2,6.728747123E-2
2.389955786E0,4.363986850E-2,-1.257321239E-2,6.311702728E-2,7.775784800E-2
2.394686099E0,4.329548776E-2,-1.729771495E-2,6.970882416E-2,8.386316455E-2
2.399416359E0,9.762361646E-3,8.865833282E-3,-1.155185699E-2,1.753146043E-2
2.404146620E0,9.729027748E-3,-7.872566581E-3,-4.230499268E-2,4.411738536E-2
2.408876932E0,4.921853542E-3,-3.088176250E-3,-5.381774902E-2,5.413050512E-2
2.413607192E0,4.900500178E-3,1.114785671E-2,1.205444336E-3,1.223694028E-2
2.418337505E0,-2.267271280E-3,8.710980415E-3,5.577278137E-2,5.649446735E-2
2.423067765E0,2.144500613E-2,-3.223851323E-3,5.530929565E-2,5.940875096E-2
2.427798026E0,1.645714045E-2,2.050608397E-2,7.145977020E-2,7.614352046E-2
2.432528286E0,-7.472619414E-3,3.457405418E-2,-8.811855316E-2,9.495306564E-2
2.437258599E0,2.044945955E-3,5.812287331E-3,-1.894168854E-1,1.895170730E-1
2.441988859E0,1.860265434E-2,8.222773671E-3,-1.190223694E-1,1.207476591E-1
2.446719120E0,1.358337700E-2,-6.534577906E-2,-3.734874725E-2,7.648207563E-2
2.451449432E0,1.340679824E-2,-7.200150192E-2,7.448863983E-2,1.044629886E-1
2.456179692E0,6.140589714E-3,-4.298122227E-2,-4.240322113E-2,6.068875903E-2
2.460909953E0,-2.482141554E-2,-1.897586882E-2,-2.176437378E-1,2.198749255E-1
2.465640265E0,2.760969102E-2,2.513065934E-3,-3.060007095E-1,3.072540395E-1
2.470370526E0,2.977296710E-2,3.088511527E-2,-2.726049423E-1,2.759597335E-1
2.475100786E0,1.053431630E-2,1.399181038E-2,-1.350784302E-1,1.362091219E-1
2.479831099E0,-3.797844052E-3,2.803154290E-2,-8.412361145E-2,8.875231276E-2
2.484561359E0,3.261610866E-3,-1.022121310E-2,-9.862899780E-3,1.457354091E-2
2.489291620E0,4.577171803E-2,4.020318389E-3,-3.588008881E-2,5.829746053E-2
2.494021932E0,2.866172791E-2,3.934413195E-3,-1.659584045E-2,3.335260371E-2
2.498752192E0,9.376898408E-3,1.102310419E-2,-6.964683533E-3,1.606056868E-2
2.503482453E0,-1.672588289E-2,4.638834298E-2,-3.775691986E-2,6.210650948E-2
2.508212765E0,-1.419240236E-2,4.829434305E-2,-1.655807495E-1,1.730628570E-1
2.512943026E0,-6.990119815E-3,2.416651696E-2,-2.567424774E-1,2.579720567E-1
2.517673286E0,9.615018964E-3,1.924946904E-2,-2.166347504E-1,2.177007251E-1
2.522403599E0,-2.392426133E-3,-1.641763747E-2,-6.058883667E-2,6.281934138E-2
2.527133859E0,-4.031817615E-2,-1.147705317E-2,1.273746490E-1,1.340954112E-1
2.531864120E0,-9.225517511E-3,-3.273452818E-2,2.022466660E-1,2.050862584E-1
2.536594380E0,-1.630267501E-2,-1.825013757E-2,5.818843842E-2,6.312478989E-2
2.541324692E0,-3.518529236E-2,5.071772635E-2,-6.331253052E-2,8.842380384E-2
2.546054953E0,-1.595094800E-3,5.264289677E-2,-9.838008881E-2,1.115905945E-1
2.550785213E0,1.976704597E-2,1.186802238E-2,-4.061126709E-2,4.669969033E-2
2.555515526E0,2.905885875E-2,-2.465367317E-3,1.905059814E-2,3.483418720E-2
2.560245786E0,-2.104884386E-2,-2.148085833E-2,8.296012878E-2,8.824320977E-2
2.564976047E0,-1.373358071E-2,7.120370865E-3,6.328392029E-2,6.514726001E-2
2.569706359E0,-1.597119868E-2,3.308183700E-2,4.851627350E-2,6.085487590E-2
2.574436620E0,-8.671537042E-3,5.407994241E-2,-7.053279877E-2,8.930123978E-2
2.579166880E0,-1.572617888E-2,5.600310862E-2,-8.418273926E-2,1.023249455E-1
2.583897140E0,3.352135420E-3,5.796667188E-2,4.465770721E-2,7.325082030E-2
2.588627453E0,-2.284158766E-2,3.381155431E-2,1.629314423E-1,1.679631335E-1
2.593357713E0,-2.746073902E-2,1.694910228E-2,2.422523499E-1,2.443922365E-1
2.598087974E0,-5.967617035E-3,1.434236765E-4,1.690473557E-1,1.691527164E-1
2.602818286E0,-1.550143957E-2,2.147120982E-2,9.645462036E-2,1.000240035E-1
2.607548547E0,-8.317381144E-3,5.685917288E-2,-3.723049164E-2,6.847082501E-2
2.612278807E0,-2.249364555E-2,5.641422421E-2,-1.104784012E-1,1.260714318E-1
2.617009067E0,-2.943350375E-2,6.069018692E-2,-1.119308472E-1,1.306833749E-1
2.621739380E0,-1.498673856E-2,1.275628060E-2,1.002025604E-2,2.208462267E-2
2.626469640E0,-2.673418820E-2,-1.099352539E-2,9.061622620E-2,9.511506121E-2
2.631199901E0,-5.191683769E-3,-3.931970894E-2,2.108802795E-1,2.145774578E-1
2.635930213E0,1.906082034E-3,-2.472586930E-2,1.996335983E-1,2.011680276E-1
2.640660474E0,-1.235537231E-2,-1.745608449E-2,1.600027084E-1,1.614256387E-1
2.645390734E0,1.141187549E-2,-7.818773389E-3,3.765392303E-2,4.011461129E-2
2.650120995E0,-2.984687686E-3,3.261427581E-2,-4.808139801E-2,5.817576972E-2
2.654851307E0,-2.906942368E-2,2.762623876E-2,-9.714126587E-3,4.126263099E-2
2.659581567E0,-2.411688864E-2,2.502532303E-2,-1.674938202E-2,3.858021395E-2
2.664311828E0,-4.996642470E-3,-1.311984658E-2,5.220508575E-2,5.405985376E-2
2.669042088E0,-1.213702559E-2,-1.775407791E-2,4.702663422E-2,5.171091759E-2
2.673772401E0,-1.684580743E-2,-1.051446795E-2,5.375385284E-2,5.730455444E-2
2.678502661E0,7.016241550E-3,1.805055141E-2,1.533985138E-2,2.470548709E-2
2.683232922E0,-2.387005091E-2,4.640360177E-2,-3.461837769E-2,6.262192636E-2
2.687963182E0,-7.012993097E-3,3.420993686E-2,-5.854606628E-3,3.540873156E-2
2.692693495E0,-4.616767168E-3,1.497252285E-2,3.216171265E-2,3.577522523E-2
2.697423755E0,-4.492443800E-2,7.731907070E-3,9.596061707E-2,1.062375995E-1
2.702154015E0,-2.085594833E-2,-4.221469164E-3,1.426191330E-1,1.441978102E-1
2.706884276E0,-1.597188413E-2,-3.503157198E-2,9.397315979E-2,1.015542558E-1
2.711614588E0,-2.542093396E-2,-4.657271504E-2,-7.290840149E-2,9.017137394E-2
2.716344849E0,-2.289924026E-2,-2.008010447E-2,-1.031475067E-1,1.075499602E-1
2.721075109E0,-3.677010536E-3,-3.177501261E-2,-1.355094910E-1,1.392335950E-1
2.725805370E0,-5.998447537E-3,-3.147949278E-2,-7.268524170E-2,7.943603842E-2
2.730535682E0,-2.488355339E-2,-3.124354780E-2,-5.639076233E-3,4.033794354E-2
2.735265942E0,-2.702902257E-2,-3.335450590E-2,-4.593086243E-2,6.287078215E-2
2.739996203E0,1.832933724E-2,-4.019305110E-2,-4.080390930E-2,6.013655273E-2
2.744726463E0,6.332606077E-3,-2.087287605E-2,-5.232810974E-2,5.669223865E-2
2.749456724E0,-1.505605876E-2,-3.258971870E-2,-2.341842651E-2,4.286254041E-2
2.754187036E0,-7.291436195E-4,-1.497060061E-3,-7.305335999E-2,7.307233570E-2
2.758917297E0,2.771610022E-2,-1.331891119E-2,-3.684997559E-2,4.799475291E-2
2.763647557E0,3.216752410E-2,-4.159653187E-2,-8.162498474E-2,9.709613383E-2
2.768377870E0,1.531009376E-2,-5.071072280E-2,-1.307764053E-1,1.410972876E-1
2.773108130E0,1.283007860E-2,-8.113342524E-2,-1.771430969E-1,1.952611595E-1
2.777838390E0,-1.573178172E-2,-6.381827593E-2,-1.519384384E-1,1.655462182E-1
2.782568651E0,3.374084830E-3,-3.243802488E-2,-8.423233032E-2,9.032549683E-2
2.787298911E0,1.994867623E-2,-8.408814669E-3,-7.878303528E-2,8.170327102E-2
2.792029224E0,1.974664629E-2,2.022114396E-2,-1.303281784E-1,1.333576349E-1
2.796759484E0,1.720131934E-2,2.005419135E-2,-5.568313599E-2,6.163333198E-2
2.801489745E0,2.813205123E-3,-2.276679873E-2,-7.760047913E-3,2.421692778E-2
2.806220005E0,-4.420891404E-3,-6.526011229E-2,1.062049866E-1,1.247314143E-1
